name,address,latitude,longitude
합정푸르지오  ,서울특별시 마포구 월드컵로3길 14,37.5499821,126.9109938
망원한강공원  ,서울특별시 마포구 마포나루길 407,37.554876983477,126.89570366929
가재울뉴타운  ,서울특별시 서대문구 가재울미래로 2,37.5722359,126.9145218
남가좌사거리  ,서울특별시 서대문구 거북골로 84,37.5789414,126.9081221
신촌역  ,서울특별시 서대문구 신촌로 73,37.5552729,126.9367767
연희동  ,서울특별시 서대문구 연희로 97,37.5661095,126.9296422
아현역  ,서울특별시 서대문구 신촌로35길 10,37.5580649,126.9554001
홍제역  ,서울특별시 서대문구 통일로 451,37.5743387,126.9580677
연세백양로  ,서울특별시 서대문구 연세로 50,37.56777675,126.93939790990834
연희DT  ,서울특별시 서대문구 연희로 144,37.5661095,126.9296422
경기대  ,서울특별시 서대문구 충정로 53,37.5621631,126.9641641
신촌  ,서울특별시 서대문구 연세로 10-1,37.557264,126.9368915
이대R  ,서울특별시 서대문구 이화여대길 34,37.5591281,126.9429083
연세종합관  ,"서울특별시 서대문구 연세로 50,",37.56777675,126.93939790990834
이대ECC  ,서울특별시 서대문구 이화여대길 52,37.5643371,126.94689253689391
연대  ,서울특별시 서대문구 연세로 35,37.5600406,126.9369239
신촌아트레온  ,서울특별시 서대문구 신촌로 129,37.5552729,126.9367767
충정로역  ,서울특별시 서대문구 충정로 23,37.56101865,126.96287808854686
연대동문  ,서울특별시 서대문구 성산로 565,37.5641369,126.930416
신촌명물거리  ,"서울특별시 서대문구 명물길 24,",37.5580945,126.9381019
충정타워  ,"서울특별시 서대문구 서소문로 21,",37.5625568,126.9666111
북가좌DT  ,서울특별시 서대문구 응암로 85,37.5791969,126.9107681
현대신촌  ,서울특별시 서대문구 신촌로 83,37.5552729,126.9367767
방배로  ,서울특별시 서초구 방배로 52,37.4984328,126.9870608
강남교보타워R  ,서울특별시 서초구 강남대로 465,37.503955149999996,127.02404141128827
방배다이치빌딩  ,서울특별시 서초구 방배로 114,37.4984328,126.9870608
센트럴F1  ,서울특별시 서초구 신반포로 176,37.5049259,127.0040959
서초역이화빌딩  ,서울특별시 서초구 반포대로21길 3,37.4856312,127.007419
서초구청  ,서울특별시 서초구 남부순환로 2557,37.4795116,127.0106083
서초우성사거리  ,서울특별시 서초구 강남대로 343,37.4935291,127.0292808
이수역사거리  ,서울특별시 서초구 서초대로 3-4,37.4979756,127.0274773
강남대로신사  ,서울특별시 서초구 강남대로 595,37.5034796,127.0248247
서울고속터미널  ,서울특별시 서초구 신반포로 194,37.5048617,127.0009917
강남대로논현R  ,서울특별시 서초구 강남대로85길 5,37.5074187,127.0221136
방배  ,서울특별시 서초구 방배로 211,37.4984328,126.9870608
방배카페거리  ,서울특별시 서초구 방배중앙로 162,37.4980529,126.9850847
서초법원  ,서울특별시 서초구 서초대로 274,37.4979756,127.0274773
청계산입구역  ,서울특별시 서초구 청계산로 203,37.4561322,127.0491707
사당로데오  ,서울특별시 서초구 방배천로 5-4,37.487603,126.9852537
파미에파크R  ,서울특별시 서초구 사평대로 205,37.4980708,126.9896028
교대역  ,서울특별시 서초구 서초중앙로 138,37.4858131,127.0157906
양재역  ,서울특별시 서초구 강남대로 202,37.5034796,127.0248247
논현역  ,서울특별시 서초구 강남대로 557,37.5034796,127.0248247
이수역  ,서울특별시 서초구 동작대로 112,37.4983322,126.9844741
내방역  ,서울특별시 서초구 방배로 184,37.4984328,126.9870608
서초파라곤  ,서울특별시 서초구 서초대로74길 29,37.4965785,127.0263396
서울아트센터  ,서울특별시 서초구 남부순환로 2395,37.4795116,127.0106083
서초중앙로  ,서울특별시 서초구 서초중앙로 225,37.4858131,127.0157906
센트럴시티  ,서울특별시 서초구 신반포로 176,37.5049259,127.0040959
강남삼성타운  ,서울특별시 서초구 서초대로78길 24,37.4961675,127.0276682
방배역  ,서울특별시 서초구 방배로 84,37.4984328,126.9870608
반포역  ,서울특별시 서초구 신반포로 257,37.5048617,127.0009917
남부터미널  ,"서울특별시 서초구 서초중앙로 26,",37.4858131,127.0157906
뉴코아강남  ,서울특별시 서초구 잠원로 69,37.5116593,127.0066907
강남2  ,"서울특별시 서초구 서초대로77길 27,",37.50012605,127.02545601077304
교대  ,서울특별시 서초구 서초중앙로 118,37.4858131,127.0157906
하이브랜드  ,"서울특별시 서초구 매헌로 16,",37.4625498,127.036648
신논현역  ,서울특별시 서초구 강남대로 483,37.5034796,127.0248247
영동2교  ,"서울특별시 서초구 논현로 139,",37.4768608,127.0452789
남부터미널2  ,서울특별시 서초구 효령로 274,37.484077,127.0114198
서래마을입구  ,서울특별시 서초구 서래로 48,37.49739,126.99831
몬테소리  ,서울특별시 서초구 강남대로 399,37.498235199999996,127.02682069324946
서초역  ,서울특별시 서초구 반포대로 118,37.49068235,127.00862735000001
교대법원  ,서울특별시 서초구 서초중앙로 164,37.4858131,127.0157906
강남GT타워  ,"서울특별시 서초구 서초대로 411,",37.4980633,127.02594424057872
서초동  ,"서울특별시 서초구 남부순환로339길 64,",37.4861355,127.0226379
서울교대  ,"서울특별시 서초구 서초중앙로 64,",37.4858131,127.0157906
강남에비뉴  ,"서울특별시 서초구 서초대로77길 62,",37.50272045,127.02385703514106
반포자이  ,서울특별시 서초구 잠원로 24,37.5073665,127.0098947
서이초교사거리  ,서울특별시 서초구 사임당로 143,37.4917776,127.0252692
서울웨이브아트센터  ,서울특별시 서초구 잠원로 145-35,37.5203468,127.0137877
길음역  ,서울특별시 성북구 정릉로 376,37.6046702,127.029119
미아이마트  ,서울특별시 성북구 도봉로 17,37.6094509,127.0301309
종암DT  ,서울특별시 성북구 종암로 17,37.59958,127.03421
미아  ,서울특별시 성북구 동소문로 314,37.6073574,127.0285694
성신여대정문  ,서울특별시 성북구 보문로34길 62,37.5903744,127.016807
종암  ,서울특별시 성북구 종암로 122,37.6012013,127.0339547
삼선교  ,서울특별시 성북구 동소문로 10,37.5887327,127.0073324
월곡역  ,"서울특별시 성북구 화랑로 76,",37.6018264,127.0404642
고대  ,서울특별시 성북구 고려대로24길 51,37.5838487,127.0295572
현대미아  ,서울특별시 성북구 동소문로 315,37.6073574,127.0285694
성신여대  ,서울특별시 성북구 동소문로24길 12,37.5923067,127.0188419
안암역  ,서울특별시 성북구 고려대로 102-2,37.5862314,127.0272686
한성대입구역  ,서울특별시 성북구 성북로 11,37.5932553,126.9998861
고대안암병원  ,서울특별시 성북구 고려대로 73,37.5870741,127.0258892
장위뉴타운  ,서울특별시 성북구 장월로38길 4,37.6178715,127.0518631
송파나루역DT  ,서울특별시 송파구 오금로 142,37.5087088,127.1150475
송파헬리오시티  ,서울특별시 송파구 송파대로 345,37.4980968,127.1037991
잠실시그마타워  ,서울특별시 송파구 올림픽로 289,37.5146393,127.1027979
문정법원로R  ,서울특별시 송파구 송파대로 201,37.4874239,127.1193809
송파개롱역  ,서울특별시 송파구 오금로 420,37.5087088,127.1150475
문정하비오  ,서울특별시 송파구 송파대로 111,37.4821235,127.1238883
문정역  ,서울특별시 송파구 송파대로 167,37.4852945,127.1221507
잠실대교남단R  ,서울특별시 송파구 송파대로 570,37.5155544,127.0990534
송파위례  ,서울특별시 송파구 위례광장로 230,37.4806185,127.1435202
송파방이DT  ,서울특별시 송파구 오금로 241,37.5087088,127.1150475
올림픽평화의문  ,서울특별시 송파구 위례성대로 38,37.5157618,127.1163025
송파아이파크  ,서울특별시 송파구 법원로 55,37.4797654,127.122408
송파사거리  ,서울특별시 송파구 송파대로 386,37.5150248,127.0985477
석촌서호  ,서울특별시 송파구 석촌호수로 176,37.5063926,127.0967087
문정로데오  ,서울특별시 송파구 동남로 141,37.4918211,127.126277
올림픽훼미리  ,서울특별시 송파구 중대로 68,37.4916271,127.1165168
올림픽공원남문  ,서울특별시 송파구 위례성대로 102,37.5134026,127.1231141
방이역  ,"서울특별시 송파구 마천로 53,",37.5049362,127.1341029
석촌호수  ,서울특별시 송파구 석촌호수로 262,37.5139175,127.0849709
잠실푸르지오월드  ,"서울특별시 송파구 올림픽로35가길 9,",37.5175823,127.1032186
잠실새내역  ,서울특별시 송파구 올림픽로 96,37.5255478,127.1176179
잠실역  ,서울특별시 송파구 송파대로 562,37.5151614,127.09911
갤러리아팰리스  ,"서울특별시 송파구 올림픽로 212,",37.5115825,127.0942675
아시아선수촌  ,서울특별시 송파구 백제고분로 69,37.5052873,127.1073082
올림픽아파트  ,서울특별시 송파구 양재대로 1220,37.5152532,127.1332409
가락본동  ,서울특별시 송파구 송파대로30길 13,37.4954432,127.1193753
석촌역  ,"서울특별시 송파구 백제고분로 358,",37.5052873,127.1073082
가락시장역  ,"서울특별시 송파구 중대로 121,",37.49436405,127.12143148839337
가든파이브  ,서울특별시 송파구 충민로 10,37.4781296,127.1195944
송파NC  ,서울특별시 송파구 충민로 66,37.4775778,127.1249983
송파거여역  ,서울특별시 송파구 오금로 493,37.4936455,127.1437396
몽촌토성역  ,서울특별시 송파구 위례성대로 6,37.5123161,127.1271293
송파KT  ,서울특별시 송파구 잠실로 209,37.5140396,127.1065213
송파마천사거리DT  ,서울특별시 송파구 거마로 78,37.4934449,127.1445757
목동파리공원  ,서울특별시 양천구 목동동로 377,37.5259049,126.8718078
등촌역  ,서울특별시 양천구 공항대로 566,37.5469495,126.8729398
